Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Shareef Abdur-Rahim,PF,29,SAC,72,1961,17.2,.588,.035,.440,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,0,4.0,2.2,6.2,.152,0,0.4,0.4,0.9,1.4
2,Alex Acker,SG,23,DET,5,35,-2.4,.281,.313,.000,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,0,-0.2,0.0,-0.2,-0.230,0,-10.4,-1.9,-12.3,-0.1
3,Malik Allen,PF,27,CHI,54,701,11.5,.504,.004,.154,7.2,15.7,11.5,4.9,1.0,1.8,11.4,19.2,0,0.0,1.0,1.0,.068,0,-3.9,0.0,-3.9,-0.3
4,Ray Allen,SG,30,SEA,78,3022,22.2,.590,.435,.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,0,9.8,-0.3,9.5,.150,0,6.7,-3.1,3.6,4.2
5,Tony Allen,PG,24,BOS,51,978,12.9,.554,.124,.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,0,0.6,1.0,1.7,.082,0,-1.6,0.2,-1.4,0.2
6,Rafer Alston,PG,29,HOU,63,2431,12.6,.475,.423,.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0,0.2,3.1,3.4,.067,0,0.1,0.7,0.8,1.7
7,Chris Andersen,C,27,NOK,32,570,14.1,.562,.000,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,0,0.6,0.7,1.3,.112,0,-2.8,1.3,-1.5,0.1
8,Alan Anderson,SF,23,CHA,36,564,10.4,.520,.320,.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,0,0.2,0.3,0.4,.037,0,-1.9,-1.8,-3.7,-0.2
9,Derek Anderson,SG,31,TOT,43,1047,10.8,.496,.442,.366,2.4,13.3,8.0,15.7,1.2,0.5,13.3,18.2,0,0.5,1.1,1.6,.074,0,-1.2,-0.4,-1.5,0.1
10,Shandon Anderson,SF,32,MIA,48,638,6.2,.470,.151,.143,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,0,-0.1,0.7,0.5,.039,0,-3.7,0.4,-3.3,-0.2
11,Martynas Andriuskevicius,C,19,CLE,6,9,15.5,.000,.000,.000,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,0,0.0,0.0,0.0,.155,0,-6.8,6.8,0.1,0.0
12,Carmelo Anthony,SF,21,DEN,80,2941,22.0,.563,.097,.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,0,6.8,2.6,9.4,.153,0,3.0,-1.6,1.5,2.6
13,Rafael Araujo,C,25,TOR,52,601,4.5,.385,.007,.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,0,-1.2,0.4,-0.8,-0.066,0,-6.9,-0.6,-7.5,-0.8
14,Gilbert Arenas,PG,24,WAS,80,3384,23.8,.581,.324,.479,2.0,7.8,4.8,27.0,2.5,0.6,12.8,30.5,0,11.0,2.6,13.6,.193,0,6.9,-1.4,5.5,6.4
15,Trevor Ariza,SF,20,TOT,57,999,11.8,.468,.022,.562,9.6,17.1,13.3,9.8,3.0,0.9,18.0,15.8,0,-0.1,1.0,0.9,.043,0,-2.1,1.5,-0.6,0.4
16,Darrell Armstrong,PG,37,DAL,62,622,7.3,.444,.375,.328,3.6,12.0,7.8,20.6,2.4,0.4,28.4,15.4,0,-0.7,0.7,0.0,.003,0,-3.1,0.2,-2.9,-0.1
17,Carlos Arroyo,PG-SG,26,TOT,77,1194,15.6,.512,.053,.362,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,0,1.6,1.1,2.7,.107,0,-0.6,-1.7,-2.3,-0.1
18,Chucky Atkins,PG-SG,31,TOT,71,1713,12.9,.526,.478,.284,1.6,6.8,4.2,20.0,1.4,0.1,11.9,20.2,0,2.1,1.4,3.6,.100,0,0.9,-2.4,-1.6,0.2
19,Stacey Augmon,SF,37,ORL,36,385,7.6,.412,.000,.411,5.9,10.9,8.5,9.0,1.7,1.2,11.3,12.0,0,0.0,0.3,0.3,.033,0,-3.5,0.4,-3.1,-0.1
20,Vin Baker,C,34,LAC,8,85,11.2,.589,.000,1.200,2.9,22.2,13.0,7.0,2.5,3.5,28.2,17.4,0,0.0,0.2,0.1,.072,0,-5.7,2.8,-2.8,0.0
21,Marcus Banks,PG,24,TOT,58,1497,13.6,.543,.135,.314,1.9,8.8,5.4,25.3,1.9,0.6,18.3,20.6,0,0.9,1.4,2.3,.074,0,-0.7,-0.9,-1.6,0.1
22,Leandro Barbosa,SG,23,PHO,57,1592,15.1,.589,.346,.259,2.2,8.1,5.2,14.4,1.5,0.3,12.3,20.3,0,2.6,1.2,3.8,.115,0,1.5,-1.1,0.3,0.9
23,Matt Barnes,PF-SF,25,TOT,56,631,10.7,.545,.107,.336,8.9,13.7,11.3,7.0,1.6,0.8,15.7,13.8,0,0.5,0.4,1.0,.075,0,-1.9,-0.9,-2.8,-0.1
24,Andre Barrett,PG,23,TOT,19,282,11.3,.398,.135,.115,3.7,7.1,5.4,29.5,1.9,0.0,12.1,20.3,0,-0.1,0.0,-0.1,-0.019,0,-2.5,-3.2,-5.7,-0.3
25,Earl Barron,C,24,MIA,8,45,-2.8,.366,.000,.250,5.5,20.1,13.1,0.0,0.0,0.0,22.0,23.4,0,-0.2,0.0,-0.2,-0.167,0,-13.9,-6.4,-20.4,-0.2
26,Brent Barry,SG,34,SAS,74,1259,14.8,.581,.586,.171,2.8,11.9,7.5,15.5,1.7,1.5,12.3,16.0,0,2.1,2.2,4.3,.162,0,1.5,1.2,2.7,1.5
27,Jon Barry,SG,36,HOU,20,342,8.5,.553,.492,.446,0.3,10.1,5.3,12.5,2.1,0.2,22.1,13.9,0,0.0,0.4,0.4,.055,0,-3.2,0.3,-2.8,-0.1
28,Eddie Basden,SF,22,CHI,19,141,10.3,.471,.189,.270,5.7,17.0,11.4,8.8,3.3,1.1,17.9,16.1,0,-0.1,0.3,0.2,.065,0,-4.0,2.7,-1.4,0.0
29,Brandon Bass,PF,20,NOK,29,268,9.1,.434,.000,.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,0,-0.2,0.3,0.1,.013,0,-6.6,-1.5,-8.2,-0.4
30,Esteban Batista,PF,22,ATL,57,495,7.1,.489,.013,.663,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13.0,0,-0.2,0.3,0.1,.011,0,-4.9,-1.7,-6.6,-0.6
31,Tony Battie,C,29,ORL,82,2215,12.2,.531,.011,.243,8.3,16.9,12.7,3.7,1.1,2.5,12.6,14.9,0,1.7,2.2,3.8,.083,0,-1.8,0.5,-1.3,0.4
32,Shane Battier,SF,27,MEM,81,2839,14.7,.574,.266,.335,7.1,11.2,9.2,8.2,1.8,3.2,11.2,13.7,0,4.6,4.5,9.1,.153,0,0.9,3.1,4.0,4.3
33,Lonny Baxter,C-PF,27,TOT,41,400,11.9,.494,.000,.337,13.2,21.3,17.1,1.7,1.5,1.6,14.3,16.2,0,0.1,0.6,0.7,.088,0,-4.8,-1.1,-5.9,-0.4
34,Charlie Bell,SG,26,MIL,59,1283,14.7,.550,.410,.217,1.9,9.3,5.6,16.6,2.4,0.3,8.4,17.5,0,2.2,1.1,3.3,.123,0,1.6,-0.7,0.9,0.9
35,Raja Bell,SG,29,PHO,79,2959,12.9,.584,.480,.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,0,4.7,2.1,6.8,.110,0,2.1,-0.3,1.8,2.8
36,Jonathan Bender,SF,25,IND,2,21,26.4,.850,.000,.400,0.0,21.3,11.0,18.5,0.0,3.5,0.0,13.0,0,0.1,0.0,0.2,.359,0,3.7,1.1,4.8,0.0
37,Mike Bibby,PG,27,SAC,82,3167,17.9,.554,.360,.292,1.1,7.7,4.4,25.2,1.4,0.2,11.3,25.4,0,6.0,2.4,8.4,.127,0,3.2,-2.3,1.0,2.4
38,Andris Biedrins,C,19,GSW,68,1000,13.6,.595,.000,.389,13.5,18.2,15.8,3.9,1.2,3.5,13.6,11.2,0,1.6,1.3,2.9,.137,0,-1.5,1.7,0.2,0.6
39,Chauncey Billups,PG,29,DET,81,2925,23.4,.602,.420,.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,0,12.7,2.8,15.5,.254,0,6.9,-2.2,4.7,4.9
40,Steve Blake,PG,25,POR,68,1781,14.5,.549,.391,.194,1.7,8.2,4.9,29.0,1.3,0.2,14.0,15.8,0,3.0,-0.2,2.8,.076,0,1.5,-3.2,-1.7,0.1
41,Andray Blatche,PF,19,WAS,29,175,10.1,.450,.194,.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,0,-0.1,0.2,0.1,.026,0,-4.0,-0.4,-4.4,-0.1
42,Mark Blount,C,30,TOT,81,2240,12.1,.549,.000,.302,5.3,14.2,9.8,7.8,1.0,2.6,18.9,21.4,0,-0.5,2.3,1.7,.037,0,-3.5,-0.1,-3.6,-0.9
43,Keith Bogans,SG-SF,25,TOT,72,1912,10.7,.497,.368,.342,3.3,12.4,7.8,11.2,2.0,0.4,12.6,17.2,0,0.3,2.0,2.3,.058,0,-1.4,0.3,-1.1,0.4
44,Andrew Bogut,PF,21,MIL,82,2348,15.2,.555,.005,.320,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,0,3.1,2.4,5.5,.113,0,-0.2,2.0,1.8,2.3
45,Matt Bonner,PF,25,TOR,78,1710,13.7,.582,.520,.163,5.9,14.8,10.2,5.2,1.5,1.4,6.0,14.4,0,3.5,0.5,4.1,.114,0,1.9,-1.2,0.7,1.2
46,Calvin Booth,C,29,WAS,33,250,8.9,.451,.043,.191,8.6,15.8,12.1,7.2,1.9,2.8,13.6,10.5,0,0.1,0.3,0.4,.070,0,-3.1,1.8,-1.4,0.0
47,Carlos Boozer,PF,24,UTA,33,1025,21.4,.585,.000,.343,8.6,25.3,16.9,18.0,1.6,0.6,13.1,23.9,0,2.2,1.3,3.5,.162,0,2.2,0.4,2.6,1.2
48,Chris Bosh,C,21,TOR,70,2751,23.2,.585,.012,.534,8.7,20.6,14.4,11.8,1.0,2.3,10.5,25.2,0,8.7,1.1,9.8,.170,0,2.8,-0.3,2.5,3.1
49,Bruce Bowen,SF,34,SAS,82,2755,9.1,.540,.457,.157,1.5,11.9,6.9,6.8,1.6,0.8,10.5,11.1,0,1.7,4.5,6.2,.108,0,-0.6,2.6,1.9,2.7
50,Ryan Bowen,SF,30,HOU,68,652,4.0,.338,.177,.113,5.7,10.1,7.9,5.9,1.8,0.8,9.1,10.5,0,-0.6,0.8,0.2,.012,0,-5.6,1.2,-4.4,-0.4
51,Earl Boykins,PG,29,DEN,60,1542,15.7,.513,.271,.263,1.6,4.5,3.1,25.0,1.6,0.2,10.1,23.8,0,2.0,0.9,2.9,.090,0,1.1,-3.2,-2.1,0.0
52,Michael Bradley,PF,26,PHI,46,367,8.4,.417,.063,.038,12.7,21.4,17.1,6.9,0.7,1.4,19.1,12.3,0,-0.2,0.3,0.1,.019,0,-4.7,-0.7,-5.4,-0.3
53,Elton Brand,PF,26,LAC,79,3099,26.5,.580,.002,.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,0,9.3,5.5,14.8,.229,0,3.6,2.6,6.3,6.5
54,Primoz Brezec,C,26,CHA,79,2165,15.3,.552,.003,.283,9.1,14.8,11.8,3.7,0.5,1.1,8.7,20.0,0,3.4,1.2,4.6,.102,0,-0.9,-2.0,-2.9,-0.5
55,Devin Brown,SG,27,UTA,81,1711,10.3,.493,.224,.402,5.1,9.6,7.3,10.7,1.4,0.7,13.8,19.5,0,0.4,1.1,1.4,.041,0,-1.9,-1.7,-3.7,-0.7
56,Kwame Brown,C,23,LAL,72,1978,11.7,.545,.003,.606,10.8,17.3,14.1,5.6,0.7,1.8,16.9,13.6,0,1.7,1.9,3.6,.088,0,-2.0,0.3,-1.7,0.2
57,P.J. Brown,C,36,NOK,75,2380,12.7,.515,.000,.288,8.9,18.8,13.7,6.3,1.0,1.7,12.0,14.7,0,2.1,2.3,4.4,.088,0,-1.5,1.1,-0.3,1.0
58,Rick Brunson,PG,33,TOT,27,246,6.3,.455,.241,.222,0.5,9.9,5.3,23.4,1.8,0.3,27.1,15.6,0,-0.4,0.2,-0.1,-0.025,0,-5.9,-1.0,-7.0,-0.3
59,Kobe Bryant,SG,27,LAL,80,3277,28.0,.559,.238,.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,0,11.6,3.7,15.3,.224,0,7.3,-1.5,5.8,6.5
60,Greg Buckner,SG,29,DEN,73,1758,11.4,.556,.583,.132,2.1,11.7,6.9,10.8,2.5,0.9,10.5,12.6,0,1.7,2.0,3.8,.103,0,0.6,1.1,1.7,1.6
61,Pat Burke,C,32,PHO,42,346,9.9,.517,.055,.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,0,-0.3,0.4,0.1,.009,0,-5.4,-0.4,-5.9,-0.3
62,Antonio Burks,PG,25,MEM,57,570,5.1,.367,.042,.160,0.9,7.0,3.9,22.1,2.0,0.0,18.9,16.2,0,-1.1,0.7,-0.4,-0.033,0,-6.9,-1.3,-8.2,-0.9
63,Kevin Burleson,PG,26,CHA,39,340,5.1,.367,.614,.193,1.3,8.0,4.4,20.8,3.9,0.5,20.8,15.7,0,-0.6,0.4,-0.2,-0.032,0,-4.3,0.0,-4.3,-0.2
64,Caron Butler,SF,25,WAS,75,2708,17.0,.535,.110,.306,4.8,15.6,10.0,12.1,2.4,0.5,12.4,23.2,0,3.5,2.8,6.3,.112,0,0.5,0.3,0.8,1.9
65,Jackie Butler,C,20,NYK,55,740,14.8,.587,.000,.358,10.9,19.3,15.0,6.1,1.2,3.4,19.9,19.0,0,0.7,0.6,1.2,.078,0,-1.6,0.0,-1.6,0.1
66,Rasual Butler,SF,26,NOK,79,1875,10.8,.501,.382,.180,3.2,11.8,7.4,3.7,0.9,2.0,8.7,18.6,0,0.4,1.3,1.7,.045,0,-1.6,-1.3,-2.9,-0.4
67,Andrew Bynum,C,18,LAL,46,338,7.4,.394,.000,.329,11.9,16.0,13.9,4.1,0.6,5.0,15.3,15.0,0,-0.4,0.4,0.1,.007,0,-6.3,0.5,-5.8,-0.3
68,Will Bynum,PG,23,GSW,15,162,8.7,.457,.173,.308,2.0,6.3,4.1,19.2,2.2,0.0,19.2,20.1,0,-0.2,0.1,-0.1,-0.021,0,-4.8,-1.8,-6.6,-0.2
69,Zarko Cabarkapa,PF,24,GSW,61,505,9.9,.472,.115,.483,8.0,16.7,12.3,6.5,1.3,1.0,14.2,21.7,0,-0.2,0.5,0.3,.031,0,-4.8,-1.4,-6.3,-0.5
70,Jose Calderon,SG,24,TOR,64,1487,11.4,.495,.138,.295,2.4,9.5,5.8,29.1,1.5,0.2,22.3,14.1,0,0.9,0.0,0.9,.029,0,-1.8,-2.1,-3.9,-0.7
71,Marcus Camby,C,31,DEN,56,1857,19.9,.499,.017,.240,8.4,33.3,21.0,10.2,2.2,7.5,11.4,19.5,0,1.0,4.5,5.5,.141,0,-2.2,6.0,3.8,2.7
72,Brian Cardinal,PF,28,MEM,36,402,10.0,.505,.261,.243,3.4,13.1,8.3,14.2,3.2,0.0,18.0,18.1,0,-0.1,0.7,0.6,.074,0,-2.8,0.9,-1.9,0.0
73,Matt Carroll,SG,25,CHA,78,1275,13.9,.540,.389,.353,2.9,12.0,7.1,4.6,1.9,0.7,8.0,20.8,0,1.6,1.0,2.6,.097,0,-0.4,-2.1,-2.5,-0.2
74,Anthony Carter,PG,30,MIN,45,589,10.6,.465,.109,.401,1.9,10.5,6.3,26.9,2.2,1.2,19.9,16.2,0,-0.1,0.7,0.6,.047,0,-3.6,-0.3,-3.8,-0.3
75,Vince Carter,SG,29,NJN,79,2906,21.6,.536,.242,.396,5.4,13.4,9.3,24.4,1.7,1.5,10.7,32.3,0,4.9,4.4,9.3,.153,0,3.9,0.5,4.4,4.7
76,Sam Cassell,PG,36,LAC,78,2653,18.5,.534,.171,.301,1.8,10.4,6.3,32.5,1.5,0.3,12.2,25.0,0,4.8,2.8,7.6,.137,0,2.8,-1.0,1.8,2.5
77,Kelvin Cato,C,31,TOT,27,333,9.3,.493,.000,.417,7.6,18.0,12.9,1.9,1.0,2.8,15.3,16.7,0,0.0,0.4,0.3,.045,0,-5.2,-1.3,-6.5,-0.4
78,Tyson Chandler,C,23,CHI,79,2121,12.2,.567,.004,.682,14.4,24.2,19.3,5.6,1.0,3.8,25.1,10.4,0,1.5,3.9,5.4,.123,0,-2.0,4.2,2.2,2.2
79,Calbert Cheaney,SF,34,GSW,42,448,6.0,.412,.074,.074,4.9,10.5,7.6,6.6,1.5,0.3,13.2,12.8,0,-0.3,0.3,0.0,.000,0,-5.4,-0.1,-5.5,-0.4
80,Josh Childress,SF,22,ATL,74,2249,15.8,.626,.129,.399,7.0,13.9,10.3,9.4,2.0,1.3,14.6,14.0,0,4.6,1.1,5.7,.121,0,1.4,0.1,1.5,2.0
81,Doug Christie,SG,35,DAL,7,185,6.8,.416,.038,.462,1.3,7.0,4.2,10.9,2.7,0.4,16.1,9.4,0,-0.1,0.2,0.1,.035,0,-2.9,1.3,-1.6,0.0
82,Speedy Claxton,PG,27,NOK,71,2019,16.1,.497,.086,.435,2.2,9.3,5.7,29.8,2.9,0.2,14.9,23.8,0,1.1,2.0,3.0,.072,0,0.4,-0.3,0.1,1.0
83,Mateen Cleaves,PG,28,SEA,27,230,9.1,.448,.225,.338,1.0,6.4,3.7,27.4,0.7,0.7,14.7,18.6,0,0.1,-0.1,0.0,-0.005,0,-2.7,-5.4,-8.1,-0.4
84,Jarron Collins,C,27,UTA,79,1730,11.0,.551,.000,.782,9.3,14.1,11.7,9.1,1.1,1.3,13.9,11.7,0,2.5,1.4,3.9,.107,0,-1.0,0.3,-0.7,0.6
85,Jason Collins,C,27,NJN,71,1895,5.5,.425,.046,.328,5.7,15.6,10.6,5.7,1.3,1.7,16.9,9.0,0,-0.9,2.9,2.0,.051,0,-5.1,3.0,-2.1,0.0
86,Nick Collison,PF,25,SEA,66,1448,14.0,.556,.008,.287,11.8,19.0,15.4,8.1,0.8,1.9,14.8,16.1,0,2.2,0.1,2.3,.075,0,-0.1,-1.0,-1.1,0.3
87,Brian Cook,PF,25,LAL,81,1535,15.6,.578,.164,.198,6.8,14.2,10.5,8.3,1.3,1.6,9.9,18.3,0,3.0,1.5,4.5,.142,0,0.1,-0.8,-0.7,0.5
88,Jamal Crawford,SG,25,NYK,79,2555,15.5,.544,.333,.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,0,3.7,0.8,4.5,.084,0,2.1,-1.4,0.7,1.7
89,Austin Croshere,PF,30,IND,50,1148,15.2,.618,.491,.358,6.4,19.8,13.3,9.1,1.0,0.4,12.7,15.3,0,2.5,1.7,4.1,.173,0,1.3,0.6,2.0,1.2
90,Eddy Curry,C,23,NYK,72,1865,17.0,.604,.000,.814,9.4,18.9,14.1,1.9,0.8,2.5,18.1,24.1,0,2.3,1.0,3.3,.084,0,-1.6,-2.6,-4.2,-1.0
91,Samuel Dalembert,C,24,PHI,66,1761,14.2,.568,.003,.358,10.6,25.4,18.0,2.2,1.0,6.9,20.0,13.8,0,0.9,2.6,3.6,.097,0,-3.8,2.2,-1.6,0.2
92,Erick Dampier,C,30,DAL,82,1934,13.9,.531,.000,.620,17.3,22.4,19.9,4.0,0.8,4.2,20.7,13.4,0,1.9,2.9,4.8,.119,0,-0.8,1.7,1.0,1.4
93,Antonio Daniels,SG,30,WAS,80,2283,13.7,.550,.184,.611,0.9,8.0,4.4,19.2,1.2,0.3,11.3,15.4,0,4.3,0.9,5.3,.111,0,0.1,-1.6,-1.5,0.3
94,Marquis Daniels,SG,25,DAL,62,1766,14.9,.535,.037,.357,5.6,9.6,7.6,16.2,2.1,0.6,14.4,18.3,0,2.4,1.7,4.2,.114,0,0.9,0.4,1.4,1.5
95,Antonio Davis,PF-C,37,TOT,44,940,8.3,.479,.005,.426,11.5,15.5,13.5,3.5,1.3,0.9,18.4,13.4,0,0.0,0.4,0.3,.017,0,-2.8,-0.7,-3.6,-0.4
96,Baron Davis,PG,26,GSW,54,1971,18.3,.489,.376,.336,2.5,11.1,6.7,42.6,2.3,0.5,13.9,25.9,0,2.4,2.0,4.4,.106,0,3.6,-0.4,3.2,2.6
97,Dale Davis,C,36,DET,28,178,9.9,.425,.042,.625,13.9,21.6,17.7,4.8,0.0,3.7,11.6,9.2,0,0.1,0.3,0.4,.108,0,-4.0,1.3,-2.7,0.0
98,Josh Davis,PF,25,TOT,6,17,13.6,.361,.286,.429,20.4,7.1,13.7,8.8,6.0,0.0,10.7,24.8,0,0.0,0.0,0.0,.018,0,-2.0,-0.2,-2.2,0.0
99,Ricky Davis,SG-SF,26,TOT,78,3207,15.6,.521,.186,.265,2.5,10.5,6.6,22.2,1.5,0.4,12.8,24.3,0,2.5,2.5,5.0,.075,0,0.9,-1.0,0.0,1.6
100,Carlos Delfino,SG,23,DET,68,726,10.6,.483,.265,.296,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,0,0.0,1.0,1.0,.067,0,-2.9,-0.1,-3.1,-0.2
101,Tony Delk,PG-SG,32,TOT,24,385,16.1,.526,.292,.168,4.3,12.2,8.2,15.2,1.9,0.2,9.9,23.7,0,0.4,0.5,0.9,.112,0,0.6,-1.5,-0.9,0.1
102,Luol Deng,SF,20,CHI,78,2604,15.8,.517,.082,.289,5.6,17.1,11.4,9.7,1.4,1.5,8.9,20.4,0,2.7,3.8,6.5,.120,0,-0.8,1.7,0.9,1.9
103,Boris Diaw,PF,23,PHO,81,2874,17.3,.564,.035,.279,6.3,15.1,10.8,24.9,1.0,2.1,16.5,17.9,0,5.9,3.0,8.9,.149,0,1.0,2.1,3.1,3.7
104,Dan Dickau,PG,27,BOS,19,234,10.4,.575,.435,.391,2.7,5.6,4.2,25.5,2.4,0.3,25.0,14.1,0,0.3,0.2,0.4,.090,0,-1.1,-2.3,-3.4,-0.1
105,Travis Diener,PG,23,ORL,23,246,12.6,.614,.826,.087,2.1,8.3,5.3,10.6,1.5,0.0,12.2,15.7,0,0.5,0.1,0.6,.115,0,2.5,-2.7,-0.2,0.1
106,Ike Diogu,PF,22,GSW,69,1031,15.8,.596,.000,.503,10.0,14.9,12.4,4.9,0.7,2.2,16.1,21.0,0,1.7,1.0,2.6,.123,0,-2.0,-1.1,-3.1,-0.3
107,DeSagana Diop,C,24,DAL,81,1510,11.5,.512,.013,.468,11.8,17.9,14.9,2.2,1.6,7.4,16.2,6.9,0,1.3,2.7,4.1,.130,0,-1.4,4.8,3.4,2.1
108,Juan Dixon,SG,27,POR,76,1920,14.6,.516,.207,.236,1.9,9.3,5.5,14.9,1.7,0.2,11.1,25.2,0,1.1,0.1,1.2,.030,0,0.1,-3.1,-2.9,-0.5
109,Michael Doleac,C,28,MIA,31,371,9.9,.484,.000,.341,7.6,18.9,13.5,3.2,1.4,1.4,12.2,14.3,0,0.1,0.5,0.6,.079,0,-4.3,-0.1,-4.4,-0.2
110,Keyon Dooling,PG,25,ORL,50,1137,12.6,.513,.106,.299,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,0,0.3,0.8,1.1,.046,0,-1.7,-1.6,-3.3,-0.4
111,Chris Duhon,PG,23,CHI,74,2155,12.9,.538,.517,.266,1.5,10.2,5.9,26.4,1.7,0.1,16.3,15.0,0,2.7,2.5,5.2,.116,0,0.7,0.2,0.9,1.6
112,Tim Duncan,PF,29,SAS,80,2784,23.1,.523,.004,.450,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,0,3.9,6.9,10.8,.187,0,0.2,4.3,4.6,4.6
113,Mike Dunleavy,SF,25,GSW,81,2578,12.5,.503,.319,.309,3.3,14.2,8.6,15.0,1.2,0.9,11.5,18.1,0,1.9,2.3,4.2,.077,0,-0.7,0.4,-0.3,1.1
114,Ronald Dupree,SF,25,MIN,36,265,10.4,.494,.016,.651,9.8,12.4,11.1,8.8,2.4,0.0,14.7,17.0,0,0.0,0.3,0.3,.056,0,-2.7,-0.3,-3.1,-0.1
