Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Arron Afflalo,SG,24,DEN,82,75,2221,272,585,.465,108,249,.434,164,336,.488,.557,72,98,.735,59,193,252,138,46,30,74,225,724
2,Alexis Ajinca,C,21,CHA,6,0,30,5,10,.500,0,0,0,5,10,.500,.500,0,1,.000,1,3,4,0,1,1,2,5,10
3,LaMarcus Aldridge,PF,24,POR,78,78,2922,579,1169,.495,5,16,.313,574,1153,.498,.497,230,304,.757,192,435,627,160,67,48,104,231,1393
4,Joe Alexander,SF,23,CHI,8,0,29,1,6,.167,0,1,.000,1,5,.200,.167,2,3,.667,2,3,5,2,1,1,0,9,4
5,Malik Allen,PF,31,DEN,51,3,456,46,116,.397,1,6,.167,45,110,.409,.401,12,13,.923,36,46,82,16,11,5,22,68,105
6,Ray Allen,SG,34,BOS,80,80,2819,464,973,.477,145,399,.363,319,574,.556,.551,231,253,.913,45,208,253,210,64,25,129,182,1304
7,Tony Allen,SG,28,BOS,54,8,889,129,253,.510,0,5,.000,129,248,.520,.510,72,119,.605,52,93,145,72,59,19,66,109,330
8,Rafer Alston,PG,33,TOT,52,38,1421,155,446,.348,58,168,.345,97,278,.349,.413,59,81,.728,13,116,129,176,50,10,95,103,427
9,Louis Amundson,PF,27,PHO,79,0,1168,152,276,.551,0,1,.000,152,275,.553,.551,67,123,.545,128,218,346,31,24,73,57,169,371
10,Chris Andersen,PF,31,DEN,76,0,1695,142,251,.566,0,3,.000,142,248,.573,.566,164,236,.695,147,336,483,33,42,143,59,171,448
11,David Andersen,C,29,HOU,63,0,891,147,340,.432,27,78,.346,120,262,.458,.472,46,67,.687,54,154,208,44,15,12,37,119,367
12,Antonio Anderson,SF,24,OKC,1,0,15,1,3,.333,0,0,0,1,3,.333,.333,0,0,0,1,0,1,0,0,0,1,1,2
13,Ryan Anderson,PF,21,ORL,63,6,911,169,388,.436,78,211,.370,91,177,.514,.536,71,82,.866,70,132,202,37,25,14,56,81,487
14,Carmelo Anthony,SF,25,DEN,69,69,2634,688,1502,.458,59,187,.316,629,1315,.478,.478,508,612,.830,152,302,454,222,88,30,209,225,1943
15,Joel Anthony,C,27,MIA,80,16,1322,76,159,.478,0,0,0,76,159,.478,.478,66,92,.717,123,126,249,12,20,109,45,158,218
16,Gilbert Arenas,PG,28,WAS,32,32,1169,253,616,.411,63,181,.348,190,435,.437,.462,153,207,.739,17,116,133,230,41,9,117,95,722
17,Trevor Ariza,SF,24,HOU,72,71,2629,394,999,.394,136,407,.334,258,592,.436,.462,148,228,.649,78,325,403,276,126,40,161,162,1072
18,Hilton Armstrong,PF-C,25,TOT,33,0,335,28,79,.354,0,1,.000,28,78,.359,.354,15,32,.469,27,54,81,21,15,12,22,59,71
19,Carlos Arroyo,PG,30,MIA,72,35,1585,178,375,.475,7,25,.280,171,350,.489,.484,76,90,.844,26,104,130,225,36,6,54,102,439
20,Darrell Arthur,PF,21,MEM,32,1,457,63,146,.432,0,1,.000,63,145,.434,.432,17,30,.567,37,73,110,15,14,14,22,60,143
21,Chucky Atkins,PG,35,DET,40,11,644,57,157,.363,22,73,.301,35,84,.417,.433,25,27,.926,5,24,29,91,17,0,32,53,161
22,D.J. Augustin,PG,22,CHA,80,2,1472,168,435,.386,70,178,.393,98,257,.381,.467,102,131,.779,11,86,97,193,45,5,74,127,508
23,Jeff Ayres,C,22,POR,39,4,405,43,65,.662,0,0,0,43,65,.662,.662,18,20,.900,25,73,98,1,7,16,12,76,104
24,Kelenna Azubuike,SF,26,GSW,9,7,231,48,88,.545,10,27,.370,38,61,.623,.602,19,28,.679,12,29,41,10,5,9,7,16,125
25,Renaldo Balkman,SF,25,DEN,13,1,91,6,18,.333,0,7,.000,6,11,.545,.333,2,6,.333,4,19,23,7,8,2,6,16,14
26,Marcus Banks,PG,28,TOR,22,0,244,39,73,.534,7,24,.292,32,49,.653,.582,24,29,.828,3,20,23,26,12,2,20,30,109
27,Leandro Barbosa,PG,27,PHO,44,5,786,155,365,.425,44,136,.324,111,229,.485,.485,64,73,.877,11,58,69,64,23,12,46,71,418
28,Jose Barea,PG,25,DAL,78,18,1546,232,527,.440,56,157,.357,176,370,.476,.493,76,90,.844,17,129,146,258,35,6,102,119,596
29,Andrea Bargnani,PF,24,TOR,80,80,2799,537,1143,.470,121,325,.372,416,818,.509,.523,181,234,.774,105,388,493,93,25,111,120,215,1376
30,Matt Barnes,SF,29,ORL,81,58,2097,271,557,.487,66,207,.319,205,350,.586,.546,108,146,.740,106,339,445,134,59,30,112,185,716
31,Earl Barron,C,28,NYK,7,6,232,30,68,.441,0,0,0,30,68,.441,.441,22,29,.759,31,46,77,8,4,4,11,24,82
32,Brandon Bass,PF,24,ORL,50,3,648,119,233,.511,0,0,0,119,233,.511,.511,52,63,.825,54,73,127,19,12,27,31,69,290
33,Tony Battie,C,33,NJN,15,0,134,14,40,.350,1,4,.250,13,36,.361,.363,7,10,.700,4,19,23,3,4,2,3,19,36
34,Shane Battier,SG,31,HOU,67,62,2168,178,447,.398,101,279,.362,77,168,.458,.511,77,106,.726,74,238,312,164,53,76,64,139,534
35,Nicolas Batum,SF,21,POR,37,25,918,139,268,.519,54,132,.409,85,136,.625,.619,43,51,.843,32,109,141,44,24,25,27,83,375
36,Jerryd Bayless,SG,21,POR,74,11,1304,200,483,.414,29,92,.315,171,391,.437,.444,201,242,.831,18,102,120,172,26,5,94,152,630
37,Michael Beasley,PF,21,MIA,78,78,2328,468,1040,.450,28,102,.275,440,938,.469,.463,192,240,.800,123,375,498,100,80,49,131,221,1156
38,Rodrigue Beaubois,PG,21,DAL,56,16,700,155,299,.518,45,110,.409,110,189,.582,.594,42,52,.808,12,66,78,74,29,12,54,84,397
39,Marco Belinelli,SG,23,TOR,66,1,1121,154,379,.406,60,158,.380,94,221,.425,.485,101,121,.835,14,81,95,89,42,5,60,80,469
40,Charlie Bell,SG,30,MIL,71,39,1611,169,443,.381,73,200,.365,96,243,.395,.464,48,67,.716,31,101,132,104,39,12,54,136,459
41,Raja Bell,SG,33,TOT,6,5,180,28,61,.459,12,27,.444,16,34,.471,.557,3,3,1.000,5,18,23,13,4,2,5,15,71
42,Jonathan Bender,SF,29,NYK,25,1,292,40,100,.400,14,39,.359,26,61,.426,.470,24,26,.923,15,37,52,16,2,17,28,33,118
43,Mike Bibby,PG,31,ATL,80,80,2195,268,644,.416,126,324,.389,142,320,.444,.514,68,79,.861,20,164,184,310,67,3,90,157,730
44,Andris Biedrins,C,23,GSW,33,29,763,81,137,.591,0,0,0,81,137,.591,.591,4,25,.160,63,196,259,57,20,44,32,117,166
45,Chauncey Billups,PG,33,DEN,73,73,2490,402,962,.418,157,407,.386,245,555,.441,.499,466,512,.910,25,203,228,409,82,9,177,153,1427
46,DeJuan Blair,PF,20,SAS,82,23,1494,275,495,.556,0,2,.000,275,493,.558,.556,88,161,.547,200,326,526,65,50,39,112,224,638
47,Steve Blake,PG,29,TOT,80,38,2159,217,522,.416,116,294,.395,101,228,.443,.527,36,48,.750,21,166,187,380,58,6,128,123,586
48,Andray Blatche,PF,23,WAS,81,36,2256,478,999,.478,13,44,.295,465,955,.487,.485,174,234,.744,158,351,509,170,85,71,182,218,1143
49,Keith Bogans,SF,29,SAS,79,50,1559,120,298,.403,70,196,.357,50,102,.490,.520,37,50,.740,25,151,176,95,45,12,53,156,347
50,Andrew Bogut,C,25,MIL,69,69,2229,473,910,.520,0,2,.000,473,908,.521,.520,149,237,.629,208,493,701,127,39,175,131,222,1095
51,Matt Bonner,PF,29,SAS,65,8,1161,166,372,.446,90,231,.390,76,141,.539,.567,35,48,.729,52,162,214,68,30,24,39,109,457
52,Josh Boone,PF,25,NJN,63,28,1045,117,223,.525,0,0,0,117,223,.525,.525,19,58,.328,124,191,315,29,30,48,37,111,253
53,Carlos Boozer,PF,28,UTA,78,78,2673,617,1098,.562,0,0,0,617,1098,.562,.562,285,384,.742,181,693,874,247,84,36,212,270,1519
54,Chris Bosh,C,25,TOR,70,70,2526,600,1158,.518,8,22,.364,592,1136,.521,.522,470,590,.797,205,554,759,166,43,68,169,170,1678
55,Ryan Bowen,SF,34,OKC,1,0,8,1,1,1.000,0,0,0,1,1,1.000,1.000,2,2,1.000,1,1,2,0,1,0,0,2,4
56,Earl Boykins,PG,33,WAS,67,1,1117,172,403,.427,19,60,.317,153,343,.446,.450,77,89,.865,17,58,75,171,24,3,69,48,440
57,Elton Brand,PF,30,PHI,76,57,2297,412,858,.480,0,1,.000,412,857,.481,.480,172,233,.738,179,282,461,109,82,80,131,232,996
58,Corey Brewer,SG,23,MIN,82,82,2482,409,949,.431,82,237,.346,327,712,.459,.474,166,256,.648,70,209,279,193,117,29,164,224,1066
59,Ronnie Brewer,SG,24,TOT,58,53,1742,209,429,.487,8,31,.258,201,398,.505,.497,85,133,.639,45,142,187,154,91,15,53,80,511
60,Primoz Brezec,C,30,TOT,21,0,95,9,26,.346,0,0,0,9,26,.346,.346,1,6,.167,12,13,25,1,1,3,2,19,19
61,Jon Brockman,PF,22,SAC,52,4,654,55,103,.534,0,0,0,55,103,.534,.534,37,62,.597,105,108,213,22,15,5,23,115,147
62,Aaron Brooks,PG,25,HOU,82,82,2919,575,1331,.432,209,525,.398,366,806,.454,.511,245,298,.822,54,161,215,434,69,14,232,199,1604
63,Bobby Brown,PG,25,TOT,45,0,519,88,237,.371,26,98,.265,62,139,.446,.426,13,15,.867,9,29,38,88,15,1,46,42,215
64,Derrick Brown,SF,22,CHA,57,0,535,68,147,.463,2,7,.286,66,140,.471,.469,48,72,.667,31,47,78,19,21,10,19,53,186
65,Devin Brown,SG,31,TOT,50,37,1060,136,361,.377,58,164,.354,78,197,.396,.457,69,86,.802,29,95,124,65,33,6,62,72,399
66,Kwame Brown,C,27,DET,48,1,660,62,124,.500,0,1,.000,62,123,.504,.500,33,98,.337,53,124,177,22,15,12,43,93,157
67,Shannon Brown,SG,24,LAL,82,7,1700,253,592,.427,62,189,.328,191,403,.474,.480,99,121,.818,30,153,183,108,57,31,67,129,667
68,Kobe Bryant,SG,31,LAL,73,73,2835,716,1569,.456,99,301,.329,617,1268,.487,.488,439,541,.811,78,313,391,365,113,20,233,187,1970
69,Chase Budinger,SF,21,HOU,74,4,1488,249,565,.441,92,249,.369,157,316,.497,.522,67,87,.770,38,182,220,88,34,11,48,85,657
70,Caron Butler,SF-SG,29,TOT,74,74,2783,450,1051,.428,42,145,.290,408,906,.450,.448,264,315,.838,104,357,461,156,116,24,160,193,1206
71,Rasual Butler,SF,30,LAC,82,64,2702,356,870,.409,145,432,.336,211,438,.482,.493,122,145,.841,39,201,240,116,36,68,79,121,979
72,Andrew Bynum,C,22,LAL,65,65,1977,392,688,.570,0,1,.000,392,687,.571,.570,193,261,.739,177,364,541,68,35,94,115,193,977
73,Will Bynum,PG,27,DET,63,20,1667,237,534,.444,12,55,.218,225,479,.470,.455,142,178,.798,24,118,142,283,55,7,115,143,628
74,Jose Calderon,PG,28,TOR,68,39,1817,274,568,.482,68,171,.398,206,397,.519,.542,83,104,.798,23,119,142,404,47,7,99,135,699
75,Marcus Camby,PF-C,35,TOT,74,74,2314,238,501,.475,2,7,.286,236,494,.478,.477,78,122,.639,249,622,871,186,95,146,91,161,556
76,Brian Cardinal,PF,32,MIN,29,0,267,14,36,.389,3,9,.333,11,27,.407,.431,17,18,.944,7,22,29,24,9,3,7,56,48
77,Rodney Carney,SG,25,PHI,68,0,857,113,282,.401,41,135,.304,72,147,.490,.473,52,63,.825,26,111,137,37,25,20,21,79,319
78,DeMarre Carroll,SF,23,MEM,71,1,795,88,222,.396,0,6,.000,88,216,.407,.396,33,53,.623,53,97,150,33,28,9,24,107,209
79,Matt Carroll,SG,29,DAL,25,0,121,18,50,.360,4,19,.211,14,31,.452,.400,6,6,1.000,4,8,12,6,5,0,7,13,46
80,Anthony Carter,PG,34,DEN,54,7,859,76,181,.420,17,63,.270,59,118,.500,.467,11,13,.846,17,72,89,160,39,13,58,72,180
81,Vince Carter,SG,33,ORL,75,74,2310,434,1015,.428,119,324,.367,315,691,.456,.486,257,306,.840,33,260,293,236,53,18,106,189,1244
82,Omri Casspi,SF,21,SAC,77,31,1931,300,672,.446,75,203,.369,225,469,.480,.502,117,174,.672,75,274,349,95,54,17,98,125,792
83,Mario Chalmers,PG,23,MIA,73,22,1807,182,454,.401,75,236,.318,107,218,.491,.483,82,110,.745,25,110,135,246,91,12,123,175,521
84,Tyson Chandler,C,27,CHA,51,27,1163,109,190,.574,0,0,0,109,190,.574,.574,115,157,.732,114,206,320,16,17,55,91,138,333
85,Wilson Chandler,SG,22,NYK,65,64,2320,412,860,.479,40,150,.267,372,710,.524,.502,129,160,.806,93,255,348,138,46,49,108,184,993
86,Earl Clark,PF,22,PHO,51,0,383,56,151,.371,2,5,.400,54,146,.370,.377,26,36,.722,18,44,62,21,7,13,23,25,140
87,Jarron Collins,C,31,PHO,34,10,261,12,31,.387,0,0,0,12,31,.387,.387,10,25,.400,22,40,62,6,2,3,10,42,34
88,Jason Collins,C,31,ATL,24,0,115,8,23,.348,0,1,.000,8,22,.364,.348,0,2,.000,5,9,14,4,3,2,5,21,16
89,Mardy Collins,SG,25,LAC,43,0,470,47,128,.367,4,17,.235,43,111,.387,.383,13,21,.619,13,37,50,44,23,1,32,45,111
90,Darren Collison,PG,22,NOH,76,37,2109,376,789,.477,46,115,.400,330,674,.490,.506,148,174,.851,41,151,192,432,78,4,202,92,946
91,Nick Collison,C,29,OKC,75,5,1557,182,309,.589,1,4,.250,181,305,.593,.591,74,107,.692,152,232,384,38,37,48,63,230,439
92,Mike Conley,PG,22,MEM,80,80,2569,369,830,.445,82,212,.387,287,618,.464,.494,139,187,.743,30,161,191,425,109,12,170,178,959
93,Will Conroy,PG,27,HOU,5,0,36,3,10,.300,0,3,.000,3,7,.429,.300,0,2,.000,0,3,3,7,0,0,4,5,6
94,Brian Cook,PF,29,HOU,15,0,44,7,23,.304,2,9,.222,5,14,.357,.348,5,7,.714,1,8,9,1,0,2,6,5,21
95,Daequan Cook,SG,22,MIA,45,3,691,81,253,.320,40,126,.317,41,127,.323,.399,21,25,.840,9,73,82,43,14,10,24,50,223
96,Jamal Crawford,SG,29,ATL,79,0,2460,496,1105,.449,163,427,.382,333,678,.491,.523,270,315,.857,34,167,201,238,61,12,137,132,1425
97,Dante Cunningham,PF,22,POR,63,2,707,106,214,.495,0,2,.000,106,212,.500,.495,31,48,.646,54,106,160,14,24,22,15,97,243
98,Eddy Curry,C,27,NYK,7,0,62,8,21,.381,0,0,0,8,21,.381,.381,10,17,.588,4,9,13,0,0,1,13,13,26
99,JamesOn Curry,PG,24,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Stephen Curry,PG,21,GSW,80,77,2896,528,1143,.462,166,380,.437,362,763,.474,.535,177,200,.885,48,308,356,472,152,19,243,252,1399
101,Samuel Dalembert,C,28,PHI,82,80,2124,285,523,.545,0,0,0,285,523,.545,.545,97,133,.729,239,545,784,64,42,151,123,252,667
102,Erick Dampier,C,34,DAL,55,47,1280,133,213,.624,1,3,.333,132,210,.629,.627,61,101,.604,128,272,400,31,15,77,61,153,328
103,Marquis Daniels,SF,29,BOS,51,4,937,124,249,.498,6,28,.214,118,221,.534,.510,34,56,.607,27,68,95,66,27,6,42,91,288
104,Baron Davis,PG,30,LAC,75,73,2523,412,1015,.406,82,296,.277,330,719,.459,.446,239,291,.821,52,214,266,598,126,43,211,210,1145
105,Glen Davis,PF,24,BOS,54,1,933,122,279,.437,0,4,.000,122,275,.444,.437,96,138,.696,101,104,205,35,21,14,53,132,340
106,Paul Davis,PF,25,WAS,2,0,8,2,4,.500,0,0,0,2,4,.500,.500,1,2,.500,0,0,0,3,0,1,0,0,5
107,Ricky Davis,SF,30,LAC,36,2,499,62,143,.434,16,42,.381,46,101,.455,.490,18,31,.581,10,47,57,39,11,3,29,39,158
108,Austin Daye,SF,21,DET,69,4,915,137,295,.464,29,95,.305,108,200,.540,.514,46,56,.821,34,140,174,34,25,26,48,114,349
109,Carlos Delfino,SF,27,MIL,75,66,2279,299,732,.408,134,365,.367,165,367,.450,.500,93,119,.782,51,343,394,202,80,21,119,138,825
110,Luol Deng,SF,24,CHI,70,69,2651,473,1014,.466,32,83,.386,441,931,.474,.482,252,330,.764,131,381,512,143,66,61,134,129,1230
111,DeMar DeRozan,SG,20,TOR,77,65,1664,255,512,.498,4,16,.250,251,496,.506,.502,148,194,.763,66,157,223,53,43,18,62,176,662
112,Boris Diaw,PF,27,CHA,82,82,2906,373,773,.483,66,206,.320,307,567,.541,.525,113,147,.769,131,293,424,325,60,57,178,219,925
113,Yakhouba Diawara,SG,27,MIA,6,2,44,2,10,.200,1,6,.167,1,4,.250,.250,0,0,0,1,3,4,3,1,0,3,8,5
114,Travis Diener,PG,27,TOT,9,0,51,2,10,.200,1,7,.143,1,3,.333,.250,1,4,.250,0,3,3,8,4,0,0,2,6
115,DeSagana Diop,C,28,CHA,27,0,262,15,29,.517,0,0,0,15,29,.517,.517,2,9,.222,24,41,65,5,5,14,12,31,32
116,Keyon Dooling,PG,29,NJN,53,8,971,129,324,.398,59,157,.376,70,167,.419,.489,47,61,.770,8,46,54,135,34,0,59,82,364
117,Joey Dorsey,PF,26,TOT,15,0,106,9,20,.450,0,0,0,9,20,.450,.450,5,12,.417,16,27,43,2,3,2,6,21,23
118,Toney Douglas,PG,23,NYK,56,12,1087,179,391,.458,68,175,.389,111,216,.514,.545,55,68,.809,40,68,108,112,42,3,55,116,481
119,Chris Douglas-Roberts,SF,23,NJN,67,38,1730,255,573,.445,14,54,.259,241,519,.464,.457,133,157,.847,45,153,198,93,55,19,97,101,657
120,Goran Dragic,PG,23,PHO,80,2,1442,222,491,.452,74,188,.394,148,303,.488,.527,117,159,.736,38,133,171,241,48,8,126,131,635
121,Jared Dudley,SF,24,PHO,82,1,1991,225,490,.459,120,262,.458,105,228,.461,.582,104,138,.754,99,182,281,115,81,16,68,162,674
122,Chris Duhon,PG,27,NYK,67,59,2072,168,451,.373,90,258,.349,78,193,.404,.472,68,95,.716,28,150,178,378,59,3,110,83,494
123,Tim Duncan,C,33,SAS,78,77,2438,561,1082,.518,2,11,.182,559,1071,.522,.519,271,374,.725,221,567,788,246,45,117,140,152,1395
124,Mike Dunleavy,SF,29,IND,67,15,1486,229,558,.410,75,236,.318,154,322,.478,.478,133,158,.842,25,211,236,103,38,15,72,105,666
125,Kevin Durant,SF,21,OKC,82,82,3239,794,1668,.476,128,351,.365,666,1317,.506,.514,756,840,.900,105,518,623,231,112,84,271,171,2472
126,Wayne Ellington,SG,22,MIN,76,1,1384,190,448,.424,64,162,.395,126,286,.441,.496,61,70,.871,33,126,159,74,20,5,74,72,505
127,Monta Ellis,SG,24,GSW,64,64,2647,631,1406,.449,77,228,.338,554,1178,.470,.476,292,388,.753,47,210,257,340,143,25,244,189,1631
128,Francisco Elson,C,33,TOT,12,0,66,5,15,.333,0,0,0,5,15,.333,.333,2,5,.400,6,8,14,2,1,0,1,7,12
129,Maurice Evans,SF,31,ATL,79,5,1317,175,393,.445,57,169,.337,118,224,.527,.518,46,61,.754,59,95,154,48,34,17,20,125,453
130,Reggie Evans,PF,29,TOR,28,1,311,34,69,.493,0,0,0,34,69,.493,.493,27,60,.450,30,75,105,8,14,4,22,44,95
131,Tyreke Evans,SG,20,SAC,72,72,2677,533,1165,.458,36,141,.255,497,1024,.485,.473,348,465,.748,66,314,380,414,109,26,216,204,1450
132,Jordan Farmar,PG,23,LAL,82,0,1474,224,515,.435,86,229,.376,138,286,.483,.518,57,85,.671,14,117,131,127,52,11,72,109,591
133,Raymond Felton,PG,25,CHA,80,80,2643,388,846,.459,60,156,.385,328,690,.475,.494,132,173,.763,53,235,288,446,123,22,168,172,968
134,Rudy Fernandez,SG,24,POR,62,2,1441,160,423,.378,98,266,.368,62,157,.395,.494,85,98,.867,35,129,164,127,62,11,72,87,503
135,Kyrylo Fesenko,C,23,UTA,49,5,408,52,95,.547,0,1,.000,52,94,.553,.547,24,57,.421,33,57,90,15,6,19,24,78,128
136,Michael Finley,SF,36,TOT,46,7,709,81,184,.440,32,82,.390,49,102,.480,.527,8,15,.533,6,65,71,43,10,6,21,33,202
137,Derek Fisher,PG,35,LAL,82,82,2227,212,558,.380,78,224,.348,134,334,.401,.450,113,132,.856,25,145,170,201,90,9,78,202,615
138,Jonny Flynn,PG,20,MIN,81,81,2339,397,952,.417,77,215,.358,320,737,.434,.457,223,270,.826,24,167,191,356,82,2,233,98,1094
139,T.J. Ford,PG,26,IND,47,32,1189,186,418,.445,8,50,.160,178,368,.484,.455,104,135,.770,41,108,149,180,44,11,90,102,484
140,Jeff Foster,C,33,IND,16,3,255,22,46,.478,0,1,.000,22,45,.489,.478,5,9,.556,34,47,81,21,3,4,14,45,49
141,Randy Foye,PG,26,WAS,70,38,1667,256,619,.414,63,182,.346,193,437,.442,.464,129,145,.890,16,114,130,228,33,10,94,123,704
142,Channing Frye,C,26,PHO,81,41,2190,317,703,.451,172,392,.439,145,311,.466,.573,98,121,.810,66,361,427,113,64,74,73,263,904
143,Dan Gadzuric,C,31,MIL,32,6,314,39,89,.438,0,0,0,39,89,.438,.438,10,25,.400,38,54,92,12,9,13,15,63,88
144,Sundiata Gaines,PG,23,UTA,32,0,217,38,82,.463,7,26,.269,31,56,.554,.506,23,46,.500,6,23,29,39,12,0,14,17,106
145,Danilo Gallinari,SF,21,NYK,81,74,2747,392,927,.423,186,488,.381,206,439,.469,.523,251,307,.818,65,333,398,135,75,58,110,191,1221
146,Francisco Garcia,SG,28,SAC,25,4,575,82,176,.466,23,59,.390,59,117,.504,.531,15,17,.882,11,55,66,45,10,19,21,49,202
147,Kevin Garnett,PF,33,BOS,69,69,2060,402,772,.521,1,5,.200,401,767,.523,.521,185,221,.837,78,428,506,185,68,57,101,170,990
